prices,market_caps,total_volumes
"[1613433600000, 1775.758351701864]","[1613433600000, 203972439068.60135]","[1613433600000, 37652347195.44906]"
"[1613520000000, 1782.5753090505934]","[1613520000000, 204528599567.24704]","[1613520000000, 33252538989.620327]"
"[1613606400000, 1845.5739221567521]","[1613606400000, 211713928319.03534]","[1613606400000, 33582379213.069286]"
"[1613692800000, 1938.5694368074617]","[1613692800000, 221863277318.4042]","[1613692800000, 34799956643.698685]"
"[1613779200000, 1969.9797177628186]","[1613779200000, 226038410300.14252]","[1613779200000, 34796767875.96328]"
"[1613865600000, 1929.367692879665]","[1613865600000, 221404545098.43417]","[1613865600000, 44957939435.53464]"
"[1613952000000, 1941.4267676797988]","[1613952000000, 223004310602.46854]","[1613952000000, 33064349740.90669]"
"[1614038400000, 1788.6152102806425]","[1614038400000, 204731064486.9056]","[1614038400000, 53799590366.036766]"
"[1614124800000, 1563.9246059011416]","[1614124800000, 179691686731.1511]","[1614124800000, 62714754623.34122]"
"[1614211200000, 1628.391533792655]","[1614211200000, 185843232352.39114]","[1614211200000, 40313400449.155266]"
"[1614297600000, 1468.8601037286776]","[1614297600000, 168658293547.98462]","[1614297600000, 31736119376.25847]"
"[1614384000000, 1450.988746804119]","[1614384000000, 167151176870.9801]","[1614384000000, 36682073651.905846]"
"[1614470400000, 1480.1295768477528]","[1614470400000, 167833687528.28204]","[1614470400000, 28221473460.214203]"
"[1614556800000, 1416.661552837565]","[1614556800000, 163289758568.53607]","[1614556800000, 35420463945.47327]"
"[1614643200000, 1570.3996896340539]","[1614643200000, 179885012253.05722]","[1614643200000, 31604939381.863796]"
"[1614729600000, 1497.0891042633873]","[1614729600000, 172017777678.2973]","[1614729600000, 29049758215.725]"
"[1614816000000, 1579.4271687603093]","[1614816000000, 182133382817.63593]","[1614816000000, 30352405292.089714]"
"[1614902400000, 1546.4996211167372]","[1614902400000, 177647949967.0106]","[1614902400000, 29848246930.850037]"
"[1614988800000, 1539.0484290947375]","[1614988800000, 176268279969.45792]","[1614988800000, 28537887161.018692]"
"[1615075200000, 1661.9279698998157]","[1615075200000, 191505024384.2956]","[1615075200000, 31094969328.98433]"
"[1615161600000, 1727.463096224567]","[1615161600000, 198695961501.5439]","[1615161600000, 29416647567.957836]"
"[1615248000000, 1837.5330305439452]","[1615248000000, 211132676701.59906]","[1615248000000, 35353973627.380775]"
"[1615334400000, 1869.3311016255]","[1615334400000, 214412034435.93906]","[1615334400000, 31147565432.965343]"
"[1615420800000, 1802.3110916881178]","[1615420800000, 207916309215.61444]","[1615420800000, 31746963272.74199]"
"[1615507200000, 1826.0574768119818]","[1615507200000, 210018342198.09778]","[1615507200000, 31257932436.53519]"
"[1615593600000, 1770.9361793697751]","[1615593600000, 203771682506.1516]","[1615593600000, 28436574756.548508]"
"[1615680000000, 1927.7207203999014]","[1615680000000, 222405459430.76758]","[1615680000000, 32785949401.529545]"
"[1615766400000, 1866.0715447008808]","[1615766400000, 215367930757.887]","[1615766400000, 26379565439.25233]"
"[1615852800000, 1791.047851830107]","[1615852800000, 207264868908.9888]","[1615852800000, 32950345872.852455]"
"[1615939200000, 1808.5512173614395]","[1615939200000, 207059072434.72623]","[1615939200000, 30686971237.08834]"
"[1616025600000, 1828.7548332342565]","[1616025600000, 210150824167.56415]","[1616025600000, 30744899541.009495]"
"[1616112000000, 1780.1596459528505]","[1616112000000, 205022936620.98633]","[1616112000000, 29651777827.921936]"
"[1616198400000, 1817.1329628084297]","[1616198400000, 209188785173.5874]","[1616198400000, 27345983317.046707]"
"[1616284800000, 1817.8601431294944]","[1616284800000, 209455699202.5177]","[1616284800000, 29495472699.399334]"
"[1616371200000, 1790.3780747526928]","[1616371200000, 206013222508.0891]","[1616371200000, 29228757709.8678]"
"[1616457600000, 1686.8911971580417]","[1616457600000, 195434685366.63266]","[1616457600000, 31376731220.175137]"
"[1616544000000, 1673.8591835627929]","[1616544000000, 192388701720.41965]","[1616544000000, 28758919428.479744]"
"[1616630400000, 1581.631055931366]","[1616630400000, 183005042939.6772]","[1616630400000, 38413713634.36278]"
"[1616716800000, 1587.2979641585232]","[1616716800000, 182810172113.94278]","[1616716800000, 26325124557.630264]"
"[1616803200000, 1700.3668693581185]","[1616803200000, 195511706252.9431]","[1616803200000, 24804294373.644676]"
"[1616889600000, 1713.8378756834459]","[1616889600000, 197943394049.89084]","[1616889600000, 21118379279.876865]"
"[1616976000000, 1689.0367982059097]","[1616976000000, 194647792269.71985]","[1616976000000, 19859272131.74501]"
"[1617062400000, 1817.626388088868]","[1617062400000, 209088522651.80023]","[1617062400000, 32618518751.6075]"
"[1617148800000, 1840.294951985396]","[1617148800000, 212080597430.12268]","[1617148800000, 28496809577.711266]"
"[1617235200000, 1915.8325358462234]","[1617235200000, 221210690537.73203]","[1617235200000, 28955571443.672318]"
"[1617321600000, 1970.4711995232753]","[1617321600000, 227187483748.8278]","[1617321600000, 32076778812.4586]"
"[1617408000000, 2134.101788297294]","[1617408000000, 246446284273.69153]","[1617408000000, 35467665330.67185]"
"[1617494400000, 2016.6672472930366]","[1617494400000, 233519912234.63]","[1617494400000, 34872897876.651085]"
"[1617580800000, 2077.755212422407]","[1617580800000, 239721240194.1402]","[1617580800000, 26817722961.480415]"
"[1617667200000, 2097.7963827792596]","[1617667200000, 242118495324.83636]","[1617667200000, 30867393925.630993]"
"[1617753600000, 2115.0554517461082]","[1617753600000, 244306254505.299]","[1617753600000, 33391498272.783157]"
"[1617840000000, 1989.1480619041722]","[1617840000000, 229324263726.26553]","[1617840000000, 39604003543.54452]"
"[1617926400000, 2081.3540625398964]","[1617926400000, 240116470865.16214]","[1617926400000, 27145394978.191498]"
"[1618012800000, 2069.6677960855295]","[1618012800000, 238825167325.68292]","[1618012800000, 25076796421.07279]"
"[1618099200000, 2142.7960653929085]","[1618099200000, 246336623343.47812]","[1618099200000, 32243242817.777157]"
"[1618185600000, 2150.2651427927744]","[1618185600000, 247431817683.18906]","[1618185600000, 25369863410.044476]"
"[1618272000000, 2142.476275865736]","[1618272000000, 247289165411.20078]","[1618272000000, 29096213677.73583]"
"[1618358400000, 2304.3435163110134]","[1618358400000, 265314823430.1463]","[1618358400000, 35760747636.05728]"
"[1618444800000, 2429.6615277515734]","[1618444800000, 281118122172.12756]","[1618444800000, 43351853140.30176]"
"[1618531200000, 2514.1684155812304]","[1618531200000, 290591950682.4659]","[1618531200000, 37106765660.11614]"
"[1618617600000, 2424.5538447081194]","[1618617600000, 280617563098.8275]","[1618617600000, 43982805217.511246]"
"[1618704000000, 2345.266962776132]","[1618704000000, 271060261616.9552]","[1618704000000, 35627176091.57985]"
"[1618790400000, 2245.7607533508544]","[1618790400000, 259329079995.44214]","[1618790400000, 61890227351.97623]"
"[1618876800000, 2168.032726735651]","[1618876800000, 251090482814.8267]","[1618876800000, 40335730705.29044]"
"[1618963200000, 2324.2846872281943]","[1618963200000, 269456185695.19864]","[1618963200000, 44737302423.76558]"
"[1619049600000, 2373.501344298211]","[1619049600000, 274296843910.20834]","[1619049600000, 43726884251.94589]"
"[1619136000000, 2426.0711497906045]","[1619136000000, 280712855517.3182]","[1619136000000, 63343308067.3157]"
"[1619222400000, 2364.2312036020908]","[1619222400000, 273323480799.64493]","[1619222400000, 69126869461.51704]"
"[1619308800000, 2212.8437976342047]","[1619308800000, 258340689899.58817]","[1619308800000, 35640594314.43296]"
"[1619395200000, 2307.35532084471]","[1619395200000, 266776799157.93356]","[1619395200000, 36744402576.60037]"
"[1619481600000, 2532.3868028851084]","[1619481600000, 292829223558.3116]","[1619481600000, 42791797037.03227]"
"[1619568000000, 2647.158189660288]","[1619568000000, 306136280873.3804]","[1619568000000, 37611597877.629944]"
"[1619654400000, 2748.7845851218613]","[1619654400000, 317353332381.2044]","[1619654400000, 42878743228.1645]"
"[1619740800000, 2757.497552304977]","[1619740800000, 318971242360.58826]","[1619740800000, 38536865198.32878]"
"[1619827200000, 2776.70371169874]","[1619827200000, 321155845972.33514]","[1619827200000, 35477884578.62226]"
"[1619913600000, 2944.9169473185057]","[1619913600000, 340730211563.77893]","[1619913600000, 36721647718.00421]"
"[1620000000000, 2953.2973480804735]","[1620000000000, 341953594507.36664]","[1620000000000, 35727432415.51426]"
"[1620086400000, 3439.8550695192603]","[1620086400000, 398258027094.341]","[1620086400000, 64192650586.42862]"
"[1620172800000, 3245.663148933579]","[1620172800000, 380565712269.779]","[1620172800000, 78437235045.70189]"
"[1620259200000, 3524.562728476055]","[1620259200000, 409191426695.66266]","[1620259200000, 63552342594.19045]"
"[1620345600000, 3495.0758690360576]","[1620345600000, 405355930465.5294]","[1620345600000, 50430169752.9615]"
"[1620432000000, 3493.534500000208]","[1620432000000, 404284565609.95483]","[1620432000000, 44980768421.369]"
"[1620518400000, 3912.7429165968124]","[1620518400000, 450716254202.56744]","[1620518400000, 60174921874.24125]"
"[1620604800000, 3932.754068170969]","[1620604800000, 455448294000.9345]","[1620604800000, 61625657297.19764]"
"[1620691200000, 3979.6086519212827]","[1620691200000, 461040789541.05756]","[1620691200000, 80827215917.6633]"
"[1620777600000, 4182.790285752286]","[1620777600000, 481380994613.09344]","[1620777600000, 67869198116.36811]"
"[1620864000000, 3906.108903329409]","[1620864000000, 465647015108.638]","[1620864000000, 78772032254.80873]"
"[1620950400000, 3750.3415950592753]","[1620950400000, 431105320829.47766]","[1620950400000, 97383442023.26581]"
"[1621036800000, 4088.73170832043]","[1621036800000, 473724804234.6842]","[1621036800000, 63587729060.25979]"
"[1621123200000, 3659.9218442136184]","[1621123200000, 425715131137.06134]","[1621123200000, 58150860876.149025]"
"[1621209600000, 3602.0048969299023]","[1621209600000, 414265118099.5364]","[1621209600000, 67531308123.83328]"
"[1621296000000, 3288.2298872378637]","[1621296000000, 381161976477.9278]","[1621296000000, 75100584775.8453]"
"[1621382400000, 3399.0492796569383]","[1621382400000, 390227141901.1161]","[1621382400000, 59160464538.280525]"
"[1621468800000, 2505.014945945662]","[1621468800000, 295232973801.7795]","[1621468800000, 117905041184.06494]"
"[1621555200000, 2778.279660560299]","[1621555200000, 322162621074.79614]","[1621555200000, 92538167827.51727]"
"[1621641600000, 2419.1032171150196]","[1621641600000, 279623071718.589]","[1621641600000, 115000901891.803]"
"[1621728000000, 2306.371266867117]","[1621728000000, 268503273693.00333]","[1621728000000, 102524751568.4531]"
"[1621814400000, 2120.0373745099428]","[1621814400000, 244070264760.92874]","[1621814400000, 77839858613.53922]"
"[1621900800000, 2640.1596323488234]","[1621900800000, 306046123107.58295]","[1621900800000, 73496058830.83229]"
"[1621987200000, 2695.4778071496326]","[1621987200000, 312566215516.573]","[1621987200000, 92468701273.98392]"
"[1622073600000, 2882.483407624011]","[1622073600000, 334435114557.1313]","[1622073600000, 53115222704.62064]"
"[1622160000000, 2742.990862697615]","[1622160000000, 319404492002.5219]","[1622160000000, 44070236220.034096]"
"[1622246400000, 2433.328865728611]","[1622246400000, 282228507934.91974]","[1622246400000, 49493519120.23643]"
"[1622332800000, 2294.626285512794]","[1622332800000, 268672927561.12476]","[1622332800000, 47141249182.27268]"
"[1622419200000, 2395.8532280027384]","[1622419200000, 278270782653.56213]","[1622419200000, 37392021393.940125]"
"[1622505600000, 2708.429865793973]","[1622505600000, 314463232386.7883]","[1622505600000, 44445830387.932175]"
"[1622592000000, 2632.6565998696506]","[1622592000000, 306488816882.1444]","[1622592000000, 39898648753.4186]"
"[1622678400000, 2717.1540367097723]","[1622678400000, 315313344228.8267]","[1622678400000, 39148856525.29615]"
"[1622764800000, 2858.27670209791]","[1622764800000, 333964598115.05035]","[1622764800000, 38104663185.40115]"
"[1622851200000, 2694.4976666790503]","[1622851200000, 312991097366.8545]","[1622851200000, 39996583175.266685]"
"[1622937600000, 2624.7689150594238]","[1622937600000, 302743417251.8253]","[1622937600000, 34731979704.601685]"
"[1623024000000, 2711.5479390111605]","[1623024000000, 315044778229.29706]","[1623024000000, 29050162248.93885]"
"[1623110400000, 2580.5355800598445]","[1623110400000, 299857516850.1987]","[1623110400000, 37385872210.25046]"
"[1623196800000, 2528.022300878691]","[1623196800000, 294068580258.7281]","[1623196800000, 48344195673.521126]"
"[1623283200000, 2620.6253893038547]","[1623283200000, 304761367058.1624]","[1623283200000, 43973432438.082634]"
"[1623369600000, 2486.600068788676]","[1623369600000, 289444120869.42664]","[1623369600000, 33075957436.760677]"
"[1623456000000, 2356.6347741896757]","[1623456000000, 272748408238.43475]","[1623456000000, 26751786966.47868]"
"[1623542400000, 2379.991747950219]","[1623542400000, 278223731471.048]","[1623542400000, 28235882061.70689]"
"[1623628800000, 2517.771695525423]","[1623628800000, 292767118262.08405]","[1623628800000, 29382118964.283043]"
"[1623715200000, 2587.381610979154]","[1623715200000, 300405113218.4146]","[1623715200000, 28128172338.347244]"
